=======================================================
🏟️  FULL 9-INNING BASEBALL SIMULATION START
=======================================================
Outcome: STRIKE     | Top 1 | AWAY 0 - 0 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: FOUL       | Top 7 | AWAY 97 - 124 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: STRIKE     | Top 7 | AWAY 97 - 124 HOME | O:2 S:2 B:0 | Bases: 111
Outcome: BALL       | Top 7 | AWAY 97 - 124 HOME | O:2 S:2 B:1 | Bases: 111
Outcome: BALL       | Top 7 | AWAY 97 - 124 HOME | O:2 S:2 B:2 | Bases: 111
Outcome: STRIKE     | Bot 7 | AWAY 97 - 124 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: FAIR       | Bot 7 | AWAY 97 - 124 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: FAIR       | Bot 7 | AWAY 97 - 124 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: FAIR       | Bot 7 | AWAY 97 - 124 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 124 HOME | O:0 S:0 B:1 | Bases: 111
Outcome: FAIR       | Bot 7 | AWAY 97 - 125 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 125 HOME | O:0 S:0 B:1 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 125 HOME | O:0 S:0 B:2 | Bases: 111
Outcome: FAIR       | Bot 7 | AWAY 97 - 126 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 126 HOME | O:0 S:0 B:1 | Bases: 111
Outcome: STRIKE     | Bot 7 | AWAY 97 - 126 HOME | O:0 S:1 B:1 | Bases: 111
Outcome: STRIKE     | Bot 7 | AWAY 97 - 126 HOME | O:0 S:2 B:1 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 126 HOME | O:0 S:2 B:2 | Bases: 111
Outcome: STRIKE     | Bot 7 | AWAY 97 - 126 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Bot 7 | AWAY 97 - 126 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 126 HOME | O:1 S:1 B:1 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 126 HOME | O:1 S:1 B:2 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 126 HOME | O:1 S:1 B:3 | Bases: 111
Outcome: FAIR       | Bot 7 | AWAY 97 - 127 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: FAIR       | Bot 7 | AWAY 97 - 128 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Bot 7 | AWAY 97 - 128 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: STRIKE     | Bot 7 | AWAY 97 - 128 HOME | O:1 S:2 B:0 | Bases: 111
Outcome: STRIKE     | Bot 7 | AWAY 97 - 128 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Bot 7 | AWAY 97 - 128 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: STRIKE     | Bot 7 | AWAY 97 - 128 HOME | O:2 S:2 B:0 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 128 HOME | O:2 S:2 B:1 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 128 HOME | O:2 S:2 B:2 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 128 HOME | O:2 S:2 B:3 | Bases: 111
Outcome: FOUL       | Bot 7 | AWAY 97 - 128 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: BALL       | Bot 7 | AWAY 97 - 128 HOME | O:2 S:1 B:1 | Bases: 111
Outcome: HOME RUN   | Bot 7 | AWAY 97 - 132 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Bot 7 | AWAY 97 - 132 HOME | O:2 S:1 B:0 | Bases: 000
Outcome: STRIKE     | Bot 7 | AWAY 97 - 132 HOME | O:2 S:2 B:0 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 97 - 132 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 97 - 132 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: FAIR       | Top 8 | AWAY 97 - 132 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: BALL       | Top 8 | AWAY 97 - 132 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: BALL       | Top 8 | AWAY 97 - 132 HOME | O:0 S:0 B:2 | Bases: 100
Outcome: STRIKE     | Top 8 | AWAY 97 - 132 HOME | O:0 S:1 B:2 | Bases: 100
Outcome: STRIKE     | Top 8 | AWAY 97 - 132 HOME | O:0 S:2 B:2 | Bases: 100
Outcome: BALL       | Top 8 | AWAY 97 - 132 HOME | O:0 S:2 B:3 | Bases: 100
Outcome: HOME RUN   | Top 8 | AWAY 99 - 132 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 99 - 132 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: FAIR       | Top 8 | AWAY 99 - 132 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: BALL       | Top 8 | AWAY 99 - 132 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: STRIKE     | Top 8 | AWAY 99 - 132 HOME | O:0 S:1 B:1 | Bases: 100
Outcome: FAIR       | Top 8 | AWAY 99 - 132 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Top 8 | AWAY 99 - 132 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: BALL       | Top 8 | AWAY 99 - 132 HOME | O:0 S:1 B:1 | Bases: 110
Outcome: FAIR       | Top 8 | AWAY 99 - 132 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 99 - 132 HOME | O:0 S:1 B:0 | Bases: 111
Outcome: FOUL       | Top 8 | AWAY 99 - 132 HOME | O:0 S:1 B:0 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 99 - 132 HOME | O:0 S:1 B:1 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 99 - 132 HOME | O:0 S:2 B:1 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 99 - 132 HOME | O:0 S:2 B:2 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 99 - 132 HOME | O:0 S:2 B:3 | Bases: 111
Outcome: FOUL       | Top 8 | AWAY 99 - 132 HOME | O:0 S:1 B:0 | Bases: 111
Outcome: FAIR       | Top 8 | AWAY 100 - 132 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 100 - 132 HOME | O:0 S:0 B:1 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 100 - 132 HOME | O:0 S:1 B:1 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 100 - 132 HOME | O:0 S:1 B:2 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 100 - 132 HOME | O:0 S:1 B:3 | Bases: 111
Outcome: FAIR       | Top 8 | AWAY 101 - 132 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 101 - 132 HOME | O:0 S:0 B:1 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 101 - 132 HOME | O:0 S:0 B:2 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 101 - 132 HOME | O:0 S:0 B:3 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 102 - 132 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: HOME RUN   | Top 8 | AWAY 106 - 132 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: HOME RUN   | Top 8 | AWAY 107 - 132 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 107 - 132 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: FAIR       | Top 8 | AWAY 107 - 132 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: FAIR       | Top 8 | AWAY 107 - 132 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: BALL       | Top 8 | AWAY 107 - 132 HOME | O:0 S:0 B:1 | Bases: 110
Outcome: STRIKE     | Top 8 | AWAY 107 - 132 HOME | O:0 S:1 B:1 | Bases: 110
Outcome: STRIKE     | Top 8 | AWAY 107 - 132 HOME | O:0 S:2 B:1 | Bases: 110
Outcome: FOUL       | Top 8 | AWAY 107 - 132 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: HOME RUN   | Top 8 | AWAY 110 - 132 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 8 | AWAY 110 - 132 HOME | O:0 S:0 B:1 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 110 - 132 HOME | O:0 S:1 B:1 | Bases: 000
Outcome: BALL       | Top 8 | AWAY 110 - 132 HOME | O:0 S:1 B:2 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 110 - 132 HOME | O:0 S:2 B:2 | Bases: 000
Outcome: FAIR       | Top 8 | AWAY 110 - 132 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 8 | AWAY 110 - 132 HOME | O:0 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 8 | AWAY 110 - 132 HOME | O:0 S:2 B:0 | Bases: 100
Outcome: HOME RUN   | Top 8 | AWAY 112 - 132 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 112 - 132 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 112 - 132 HOME | O:0 S:2 B:0 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 112 - 132 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 8 | AWAY 112 - 132 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: BALL       | Top 8 | AWAY 112 - 132 HOME | O:1 S:0 B:2 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 112 - 132 HOME | O:1 S:1 B:2 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 112 - 132 HOME | O:1 S:2 B:2 | Bases: 000
Outcome: HOME RUN   | Top 8 | AWAY 113 - 132 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: FAIR       | Top 8 | AWAY 113 - 132 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: FAIR       | Top 8 | AWAY 113 - 132 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: BALL       | Top 8 | AWAY 113 - 132 HOME | O:1 S:0 B:1 | Bases: 110
Outcome: STRIKE     | Top 8 | AWAY 113 - 132 HOME | O:1 S:1 B:1 | Bases: 110
Outcome: HOME RUN   | Top 8 | AWAY 116 - 132 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 8 | AWAY 116 - 132 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: HOME RUN   | Top 8 | AWAY 117 - 132 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 8 | AWAY 117 - 132 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: BALL       | Top 8 | AWAY 117 - 132 HOME | O:1 S:0 B:2 | Bases: 000
Outcome: FAIR       | Top 8 | AWAY 117 - 132 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: FAIR       | Top 8 | AWAY 117 - 132 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: FAIR       | Top 8 | AWAY 117 - 132 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: FAIR       | Top 8 | AWAY 118 - 132 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: FAIR       | Top 8 | AWAY 119 - 132 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 119 - 132 HOME | O:1 S:0 B:1 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 119 - 132 HOME | O:1 S:0 B:2 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 119 - 132 HOME | O:1 S:0 B:3 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 119 - 132 HOME | O:1 S:1 B:3 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 120 - 132 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 120 - 132 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 120 - 132 HOME | O:1 S:2 B:0 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 120 - 132 HOME | O:1 S:2 B:1 | Bases: 111
Outcome: FOUL       | Top 8 | AWAY 120 - 132 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 120 - 132 HOME | O:1 S:2 B:0 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 120 - 132 HOME | O:1 S:2 B:1 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 120 - 132 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 120 - 132 HOME | O:2 S:0 B:1 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 120 - 132 HOME | O:2 S:0 B:2 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 120 - 132 HOME | O:2 S:1 B:2 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 120 - 132 HOME | O:2 S:1 B:3 | Bases: 111
Outcome: FAIR       | Top 8 | AWAY 121 - 132 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: FOUL       | Top 8 | AWAY 121 - 132 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: FOUL       | Top 8 | AWAY 121 - 132 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 121 - 132 HOME | O:2 S:1 B:1 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 121 - 132 HOME | O:2 S:2 B:1 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 121 - 132 HOME | O:2 S:2 B:2 | Bases: 111
Outcome: FAIR       | Top 8 | AWAY 122 - 132 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 122 - 132 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: STRIKE     | Top 8 | AWAY 122 - 132 HOME | O:2 S:2 B:0 | Bases: 111
Outcome: BALL       | Top 8 | AWAY 122 - 132 HOME | O:2 S:2 B:1 | Bases: 111
Outcome: STRIKE     | Bot 8 | AWAY 122 - 132 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: HOME RUN   | Bot 8 | AWAY 122 - 133 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 8 | AWAY 122 - 133 HOME | O:0 S:0 B:1 | Bases: 000
Outcome: FAIR       | Bot 8 | AWAY 122 - 133 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: HOME RUN   | Bot 8 | AWAY 122 - 135 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 8 | AWAY 122 - 135 HOME | O:0 S:0 B:1 | Bases: 000
Outcome: STRIKE     | Bot 8 | AWAY 122 - 135 HOME | O:0 S:1 B:1 | Bases: 000
Outcome: STRIKE     | Bot 8 | AWAY 122 - 135 HOME | O:0 S:2 B:1 | Bases: 000
Outcome: STRIKE     | Bot 8 | AWAY 122 - 135 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Bot 8 | AWAY 122 - 135 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: HOME RUN   | Bot 8 | AWAY 122 - 136 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Bot 8 | AWAY 122 - 136 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: FAIR       | Bot 8 | AWAY 122 - 136 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: FAIR       | Bot 8 | AWAY 122 - 136 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: FOUL       | Bot 8 | AWAY 122 - 136 HOME | O:1 S:1 B:0 | Bases: 110
Outcome: BALL       | Bot 8 | AWAY 122 - 136 HOME | O:1 S:1 B:1 | Bases: 110
Outcome: FOUL       | Bot 8 | AWAY 122 - 136 HOME | O:1 S:1 B:0 | Bases: 110
Outcome: BALL       | Bot 8 | AWAY 122 - 136 HOME | O:1 S:1 B:1 | Bases: 110
Outcome: STRIKE     | Bot 8 | AWAY 122 - 136 HOME | O:1 S:2 B:1 | Bases: 110
Outcome: STRIKE     | Bot 8 | AWAY 122 - 136 HOME | O:2 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Bot 8 | AWAY 122 - 136 HOME | O:2 S:1 B:0 | Bases: 110
Outcome: BALL       | Bot 8 | AWAY 122 - 136 HOME | O:2 S:1 B:1 | Bases: 110
Outcome: HOME RUN   | Bot 8 | AWAY 122 - 139 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: FAIR       | Bot 8 | AWAY 122 - 139 HOME | O:2 S:0 B:0 | Bases: 100
Outcome: BALL       | Bot 8 | AWAY 122 - 139 HOME | O:2 S:0 B:1 | Bases: 100
Outcome: BALL       | Bot 8 | AWAY 122 - 139 HOME | O:2 S:0 B:2 | Bases: 100
Outcome: STRIKE     | Bot 8 | AWAY 122 - 139 HOME | O:2 S:1 B:2 | Bases: 100
Outcome: BALL       | Bot 8 | AWAY 122 - 139 HOME | O:2 S:1 B:3 | Bases: 100
Outcome: STRIKE     | Bot 8 | AWAY 122 - 139 HOME | O:2 S:2 B:3 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 122 - 139 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 9 | AWAY 122 - 139 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: FAIR       | Top 9 | AWAY 122 - 139 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 122 - 139 HOME | O:0 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 122 - 139 HOME | O:0 S:2 B:0 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 122 - 139 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: FAIR       | Top 9 | AWAY 122 - 139 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: FOUL       | Top 9 | AWAY 122 - 139 HOME | O:1 S:1 B:0 | Bases: 110
Outcome: HOME RUN   | Top 9 | AWAY 125 - 139 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 9 | AWAY 125 - 139 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: BALL       | Top 9 | AWAY 125 - 139 HOME | O:1 S:1 B:1 | Bases: 000
Outcome: BALL       | Top 9 | AWAY 125 - 139 HOME | O:1 S:1 B:2 | Bases: 000
Outcome: FAIR       | Top 9 | AWAY 125 - 139 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: BALL       | Top 9 | AWAY 125 - 139 HOME | O:1 S:0 B:1 | Bases: 100
Outcome: FAIR       | Top 9 | AWAY 125 - 139 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Top 9 | AWAY 125 - 139 HOME | O:1 S:1 B:0 | Bases: 110
Outcome: HOME RUN   | Top 9 | AWAY 128 - 139 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: FAIR       | Top 9 | AWAY 128 - 139 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 128 - 139 HOME | O:1 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 128 - 139 HOME | O:1 S:2 B:0 | Bases: 100
Outcome: FAIR       | Top 9 | AWAY 128 - 139 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: BALL       | Top 9 | AWAY 128 - 139 HOME | O:1 S:0 B:1 | Bases: 110
Outcome: STRIKE     | Top 9 | AWAY 128 - 139 HOME | O:1 S:1 B:1 | Bases: 110
Outcome: FAIR       | Top 9 | AWAY 128 - 139 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: FAIR       | Top 9 | AWAY 129 - 139 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: BALL       | Top 9 | AWAY 129 - 139 HOME | O:1 S:0 B:1 | Bases: 111
Outcome: BALL       | Top 9 | AWAY 129 - 139 HOME | O:1 S:0 B:2 | Bases: 111
Outcome: STRIKE     | Top 9 | AWAY 129 - 139 HOME | O:1 S:1 B:2 | Bases: 111
Outcome: BALL       | Top 9 | AWAY 129 - 139 HOME | O:1 S:1 B:3 | Bases: 111
Outcome: STRIKE     | Top 9 | AWAY 129 - 139 HOME | O:1 S:2 B:3 | Bases: 111
Outcome: BALL       | Top 9 | AWAY 130 - 139 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: BALL       | Top 9 | AWAY 130 - 139 HOME | O:1 S:0 B:1 | Bases: 111
Outcome: BALL       | Top 9 | AWAY 130 - 139 HOME | O:1 S:0 B:2 | Bases: 111
Outcome: HOME RUN   | Top 9 | AWAY 134 - 139 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: FOUL       | Top 9 | AWAY 134 - 139 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: FOUL       | Top 9 | AWAY 134 - 139 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: FAIR       | Top 9 | AWAY 134 - 139 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: HOME RUN   | Top 9 | AWAY 136 - 139 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 9 | AWAY 136 - 139 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: FAIR       | Top 9 | AWAY 136 - 139 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 136 - 139 HOME | O:1 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 136 - 139 HOME | O:1 S:2 B:0 | Bases: 100
Outcome: BALL       | Top 9 | AWAY 136 - 139 HOME | O:1 S:2 B:1 | Bases: 100
Outcome: FAIR       | Top 9 | AWAY 136 - 139 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Top 9 | AWAY 136 - 139 HOME | O:1 S:1 B:0 | Bases: 110
Outcome: STRIKE     | Top 9 | AWAY 136 - 139 HOME | O:1 S:2 B:0 | Bases: 110
Outcome: HOME RUN   | Top 9 | AWAY 139 - 139 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 9 | AWAY 139 - 139 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: HOME RUN   | Top 9 | AWAY 140 - 139 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 9 | AWAY 140 - 139 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: FAIR       | Top 9 | AWAY 140 - 139 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: FOUL       | Top 9 | AWAY 140 - 139 HOME | O:1 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 140 - 139 HOME | O:1 S:2 B:0 | Bases: 100
Outcome: BALL       | Top 9 | AWAY 140 - 139 HOME | O:1 S:2 B:1 | Bases: 100
Outcome: BALL       | Top 9 | AWAY 140 - 139 HOME | O:1 S:2 B:2 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 140 - 139 HOME | O:2 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 140 - 139 HOME | O:2 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 9 | AWAY 140 - 139 HOME | O:2 S:2 B:0 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 139 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Bot 9 | AWAY 140 - 139 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 139 HOME | O:0 S:1 B:1 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 139 HOME | O:0 S:1 B:2 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 139 HOME | O:0 S:1 B:3 | Bases: 000
Outcome: FAIR       | Bot 9 | AWAY 140 - 139 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 139 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 139 HOME | O:0 S:0 B:2 | Bases: 100
Outcome: HOME RUN   | Bot 9 | AWAY 140 - 141 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: FAIR       | Bot 9 | AWAY 140 - 141 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 141 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 141 HOME | O:0 S:0 B:2 | Bases: 100
Outcome: FAIR       | Bot 9 | AWAY 140 - 141 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Bot 9 | AWAY 140 - 141 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: BALL       | Bot 9 | AWAY 140 - 141 HOME | O:0 S:1 B:1 | Bases: 110
Outcome: BALL       | Bot 9 | AWAY 140 - 141 HOME | O:0 S:1 B:2 | Bases: 110
Outcome: FOUL       | Bot 9 | AWAY 140 - 141 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: FAIR       | Bot 9 | AWAY 140 - 141 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: BALL       | Bot 9 | AWAY 140 - 141 HOME | O:0 S:0 B:1 | Bases: 111
Outcome: FAIR       | Bot 9 | AWAY 140 - 142 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: HOME RUN   | Bot 9 | AWAY 140 - 146 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: HOME RUN   | Bot 9 | AWAY 140 - 147 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: HOME RUN   | Bot 9 | AWAY 140 - 148 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: FAIR       | Bot 9 | AWAY 140 - 148 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 148 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: HOME RUN   | Bot 9 | AWAY 140 - 150 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: FOUL       | Bot 9 | AWAY 140 - 150 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 150 HOME | O:0 S:1 B:1 | Bases: 000
Outcome: STRIKE     | Bot 9 | AWAY 140 - 150 HOME | O:0 S:2 B:1 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 150 HOME | O:0 S:2 B:2 | Bases: 000
Outcome: FAIR       | Bot 9 | AWAY 140 - 150 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: FAIR       | Bot 9 | AWAY 140 - 150 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Bot 9 | AWAY 140 - 150 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: FOUL       | Bot 9 | AWAY 140 - 150 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: BALL       | Bot 9 | AWAY 140 - 150 HOME | O:0 S:1 B:1 | Bases: 110
Outcome: BALL       | Bot 9 | AWAY 140 - 150 HOME | O:0 S:1 B:2 | Bases: 110
Outcome: STRIKE     | Bot 9 | AWAY 140 - 150 HOME | O:0 S:2 B:2 | Bases: 110
Outcome: BALL       | Bot 9 | AWAY 140 - 150 HOME | O:0 S:2 B:3 | Bases: 110
Outcome: HOME RUN   | Bot 9 | AWAY 140 - 153 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: FAIR       | Bot 9 | AWAY 140 - 153 HOME | O:0 S:0 B:0 | Bases: 100
